place,number,sex,time
3081,4702,M,1:55:01
3082,1241,M,1:55:01
3083,8827,M,1:55:01
3084,8753,W,1:55:01
3085,3174,M,1:55:01
3086,4638,W,1:55:02
3087,4722,M,1:55:02
3088,2405,M,1:55:03
3089,1665,M,1:55:04
3090,5595,M,1:55:04
3091,4679,M,1:55:04
3092,2770,W,1:55:05
3093,9198,W,1:55:05
3094,8878,M,1:55:06
3095,6266,W,1:55:06
3096,7298,M,1:55:06
3097,8751,M,1:55:07
3098,4774,M,1:55:07
3099,1517,M,1:55:08
3100,4010,M,1:55:08
3101,3005,M,1:55:08
3102,9460,W,1:55:08
3103,2889,M,1:55:09
3104,4024,M,1:55:09
3105,8893,W,1:55:09
3106,8892,M,1:55:09
3107,6002,W,1:55:09
3108,1766,W,1:55:10
3109,8178,W,1:55:11
3110,5565,M,1:55:11
3111,548,M,1:55:11
3112,3895,W,1:55:12
3113,5370,W,1:55:12
3114,5371,M,1:55:12
3115,1701,W,1:55:12
3116,755,W,1:55:12
3117,4658,W,1:55:12
3118,2685,M,1:55:12
3119,2221,M,1:55:12
3120,5940,M,1:55:12
3121,2273,M,1:55:13
3122,2501,W,1:55:13
3123,8903,M,1:55:13
3124,2911,W,1:55:13
3125,5168,M,1:55:13
3126,7732,W,1:55:13
3127,6260,M,1:55:15
3128,6403,M,1:55:15
3129,9398,W,1:55:16
3130,5900,M,1:55:16
3131,5899,M,1:55:16
3132,1653,W,1:55:17
3133,4140,W,1:55:18
3134,9214,M,1:55:18
3135,5874,W,1:55:18
3136,2407,M,1:55:18
3137,2646,M,1:55:18
3138,7152,W,1:55:18
3139,7551,W,1:55:19
3140,9059,W,1:55:19
3141,3960,M,1:55:19
3142,8565,W,1:55:19
3143,6056,M,1:55:20
3144,8595,W,1:55:20
3145,2881,W,1:55:21
3146,3006,W,1:55:22
3147,7178,M,1:55:22
3148,2333,M,1:55:22
3149,3255,W,1:55:22
3150,8675,M,1:55:23
3151,1513,W,1:55:23
3152,4915,M,1:55:25
3153,7566,M,1:55:25
3154,3267,M,1:55:26
3155,5942,M,1:55:26
3156,5088,M,1:55:26
3157,2985,M,1:55:26
3158,936,M,1:55:27
3159,7113,M,1:55:27
3160,2617,M,1:55:27
3161,6511,M,1:55:28
3162,7776,M,1:55:28
3163,6262,M,1:55:28
3164,6971,M,1:55:28
3165,2251,M,1:55:28
3166,4943,M,1:55:29
3167,9127,M,1:55:30
3168,6315,M,1:55:30
3169,4998,M,1:55:31
3170,5111,M,1:55:31
3171,2837,W,1:55:32
3172,4069,M,1:55:32
3173,7708,M,1:55:32
3174,2850,M,1:55:32
3175,2472,M,1:55:32
3176,7805,M,1:55:32
3177,3474,M,1:55:32
3178,5220,M,1:55:34
3179,2633,W,1:55:34
3180,2721,M,1:55:34
3181,8701,M,1:55:34
3182,4547,M,1:55:34
3183,2865,W,1:55:35
3184,2970,W,1:55:35
3185,3912,M,1:55:35
3186,3206,M,1:55:36
3187,8275,W,1:55:36
3188,9245,M,1:55:36
3189,7139,W,1:55:38
3190,1533,W,1:55:38
3190,4910,M,1:55:38
3192,3278,W,1:55:38
3193,5107,M,1:55:38
3194,5861,M,1:55:39
3195,4950,M,1:55:39
3196,4237,W,1:55:39
3197,6380,M,1:55:39
3198,9391,M,1:55:40
3199,8784,M,1:55:40
3200,9081,W,1:55:41
3201,6129,W,1:55:41
3202,7983,W,1:55:42
3203,3042,M,1:55:42
3204,1849,M,1:55:42
3205,1843,M,1:55:42
3206,9213,M,1:55:43
3207,3043,W,1:55:43
3208,4081,W,1:55:43
3209,8156,M,1:55:43
3210,8173,M,1:55:44
3211,9370,M,1:55:44
3212,2252,M,1:55:44
3213,1959,M,1:55:45
3214,5572,M,1:55:45
3215,7587,W,1:55:45
3216,2602,W,1:55:45
3217,7601,M,1:55:45
3218,9348,M,1:55:46
3219,3961,W,1:55:46
3220,4389,M,1:55:47
3221,3172,W,1:55:47
3222,1354,W,1:55:48
3223,1480,W,1:55:48
3224,5289,M,1:55:48
3225,3173,M,1:55:49
3226,5443,W,1:55:49
3227,9150,W,1:55:49
3228,7800,M,1:55:49
3229,4105,W,1:55:49
3230,6328,W,1:55:49
3231,5442,M,1:55:49
3232,1767,W,1:55:50
3233,4669,W,1:55:51
3234,3026,W,1:55:51
3235,8172,W,1:55:51
3236,5498,M,1:55:51
3237,7876,W,1:55:51
3238,7070,W,1:55:51
3239,5505,M,1:55:51
3240,8943,M,1:55:51
3241,6167,M,1:55:51
3242,9374,W,1:55:51
3243,7238,W,1:55:52
3244,3506,M,1:55:52
3245,5310,M,1:55:52
3246,2506,W,1:55:53
3247,8182,W,1:55:53
3248,7999,M,1:55:53
3249,7550,W,1:55:54
3250,6879,M,1:55:54
3251,3567,W,1:55:55
3252,2549,M,1:55:56
3253,3141,M,1:55:56
3254,9239,M,1:55:57
3255,1820,W,1:55:57
3256,1823,M,1:55:58
3257,4565,W,1:55:58
3258,5297,M,1:55:59
3259,8447,M,1:55:59
3260,1573,M,1:56:00
3261,5197,W,1:56:00
3262,3202,W,1:56:00
3263,3909,W,1:56:01
3264,6899,W,1:56:02
3265,5689,W,1:56:02
3266,6763,W,1:56:02
3267,3672,M,1:56:02
3268,6754,M,1:56:03
3269,2257,M,1:56:03
3270,7777,M,1:56:03
3271,2019,W,1:56:03
3272,4708,M,1:56:03
3273,6864,M,1:56:03
3274,7838,M,1:56:03
3275,7297,M,1:56:03
3276,3518,M,1:56:04
3277,5134,M,1:56:04
3278,1804,W,1:56:04
3279,4759,M,1:56:06
3280,8254,W,1:56:06
3281,9077,M,1:56:06
3282,3139,M,1:56:06
3283,3991,W,1:56:07
3284,893,W,1:56:07
3285,6629,M,1:56:08
3286,3476,M,1:56:08
3287,1656,M,1:56:08
3288,6568,M,1:56:09
3289,5560,W,1:56:09
3290,1174,W,1:56:10
3291,3779,W,1:56:10
3292,4461,W,1:56:10
3293,8831,M,1:56:10
3294,8832,M,1:56:10
3295,5139,M,1:56:11
3296,5871,W,1:56:11
3297,2689,M,1:56:11
3298,3537,M,1:56:12
3299,8197,M,1:56:12
3300,9122,M,1:56:13
3301,4546,M,1:56:13
3302,1011,W,1:56:13
3303,5939,M,1:56:13
3304,2382,M,1:56:13
3305,9026,W,1:56:13
3306,9205,M,1:56:13
3307,8357,M,1:56:14
3308,846,W,1:56:14
3309,8974,M,1:56:14
3310,6409,M,1:56:15
3311,3127,W,1:56:15
3312,7746,W,1:56:15
3313,977,W,1:56:16
3314,4183,M,1:56:16
3315,5331,W,1:56:16
3316,1445,M,1:56:16
3317,2488,M,1:56:16
3318,5537,M,1:56:16
3319,612,M,1:56:17
3320,6791,M,1:56:17
3321,8094,W,1:56:17
3322,2349,W,1:56:18
3323,8826,M,1:56:18
3324,9450,M,1:56:19
3325,6865,M,1:56:20
3326,2179,M,1:56:20
3327,6140,W,1:56:20
3328,7896,W,1:56:20
3329,8544,M,1:56:21
3330,1336,M,1:56:21
3331,3575,W,1:56:21
3332,9385,W,1:56:22
3333,8857,W,1:56:23
3334,2615,M,1:56:24
3335,3393,M,1:56:24
3336,1031,W,1:56:24
3337,2102,W,1:56:24
3338,2207,M,1:56:24
3339,2614,W,1:56:25
3340,4239,M,1:56:25
3341,3158,W,1:56:25
3342,7426,W,1:56:25
3343,1229,M,1:56:26
3344,3157,M,1:56:26
3345,5048,W,1:56:27
3346,5049,W,1:56:27
3347,7312,W,1:56:28
3348,9462,M,1:56:28
3349,1039,W,1:56:28
3350,835,M,1:56:28
3351,7482,M,1:56:29
3352,6257,M,1:56:29
3353,3824,M,1:56:29
3354,8981,M,1:56:29
3355,986,M,1:56:30
3356,4554,W,1:56:31
3357,8663,M,1:56:32
3358,5706,M,1:56:32
3359,3283,W,1:56:33
3360,7165,M,1:56:33
3361,9158,M,1:56:33
3362,9392,M,1:56:34
3363,4883,M,1:56:34
3364,9282,M,1:56:34
3365,4816,M,1:56:34
3366,2908,M,1:56:34
3367,6720,M,1:56:34
3368,6992,W,1:56:35
3369,6989,W,1:56:35
3370,3906,M,1:56:35
3371,820,W,1:56:35
3372,2400,M,1:56:36
3373,2606,W,1:56:36
3374,8745,W,1:56:36
3375,1827,M,1:56:36
3376,8678,M,1:56:37
3377,6184,M,1:56:37
3378,5480,W,1:56:38
3379,8159,W,1:56:38
3380,4635,M,1:56:38
3381,6892,M,1:56:39
3382,5076,M,1:56:39
3383,7949,M,1:56:40
3384,2438,M,1:56:40
3385,1173,M,1:56:41
3386,9404,M,1:56:41
3387,5960,M,1:56:42
3388,8391,M,1:56:42
3389,8153,M,1:56:42
3390,8494,W,1:56:43
3391,3246,M,1:56:43
3392,9161,W,1:56:43
3393,757,M,1:56:43
3394,5842,M,1:56:44
3395,6703,W,1:56:44
3396,7495,M,1:56:45
3397,4716,M,1:56:45
3398,2447,W,1:56:45
3399,3481,W,1:56:45
3400,8906,M,1:56:45
3401,4684,W,1:56:45
3402,7078,M,1:56:46
3403,8088,M,1:56:46
3404,7478,M,1:56:46
3405,8151,W,1:56:47
3406,8667,W,1:56:47
3407,6762,W,1:56:47
3408,8486,M,1:56:48
3409,7290,M,1:56:48
3410,9336,M,1:56:48
3411,5015,M,1:56:48
3412,2597,M,1:56:49
3413,914,W,1:56:49
3414,5934,W,1:56:50
3415,8134,W,1:56:50
3416,5386,M,1:56:50
3417,8161,M,1:56:50
3418,8793,M,1:56:50
3419,5867,W,1:56:50
3420,9331,M,1:56:51
3421,3719,W,1:56:51
3422,1926,W,1:56:51
3423,2734,W,1:56:52
3424,9345,W,1:56:52
3425,8999,M,1:56:52
3426,1317,M,1:56:52
3427,6078,M,1:56:52
3428,972,M,1:56:52
3429,8628,M,1:56:53
3430,8817,W,1:56:53
3431,3181,W,1:56:54
3432,7344,W,1:56:54
3433,5490,W,1:56:54
3434,2940,M,1:56:55
3435,2820,W,1:56:56
3436,8756,M,1:56:56
3437,8137,M,1:56:56
3438,5576,M,1:56:56
3439,3533,M,1:56:56
3440,3785,M,1:56:57
3441,8006,M,1:56:58
3442,5108,M,1:56:58
3443,7421,W,1:56:58
3444,8572,M,1:56:58
3445,2902,W,1:56:58
3446,2323,W,1:56:58
3447,7140,W,1:56:58
3448,6195,W,1:56:59
3449,7759,W,1:56:59
3450,4113,W,1:56:59
3451,5679,W,1:56:59
3452,2303,W,1:56:59
3453,7760,M,1:57:00
3454,2308,M,1:57:00
3455,6030,W,1:57:00
3456,8386,M,1:57:00
3457,4931,W,1:57:00
3458,3443,W,1:57:00
3459,8167,M,1:57:00
3460,7598,W,1:57:00
3461,4466,M,1:57:01
3462,8806,W,1:57:01
3463,9471,M,1:57:01
3464,2292,W,1:57:02
3465,4762,M,1:57:02
3466,3444,M,1:57:02
3467,1082,M,1:57:02
3468,6550,M,1:57:03
3469,6457,M,1:57:03
3470,7744,W,1:57:03
3471,9254,M,1:57:03
3472,1714,M,1:57:04
3473,6515,W,1:57:04
3474,1788,W,1:57:04
3475,7961,W,1:57:04
3476,7860,M,1:57:05
3477,7737,M,1:57:06
3478,6756,M,1:57:06
3479,5517,W,1:57:06
3480,2263,W,1:57:07
3481,8928,W,1:57:07
3482,8927,M,1:57:07
3483,8107,W,1:57:08
3484,9174,M,1:57:08
3485,1078,W,1:57:08
3486,1497,W,1:57:08
3487,5879,M,1:57:08
3488,8967,W,1:57:08
3489,2192,M,1:57:08
3490,6288,W,1:57:09
3491,8960,W,1:57:09
3492,7476,M,1:57:10
3493,9378,M,1:57:11
3494,4355,M,1:57:11
3495,6017,M,1:57:12
3496,7694,M,1:57:12
3497,1668,M,1:57:13
3498,1667,W,1:57:13
3499,4974,M,1:57:13
3500,7185,M,1:57:14
3501,4742,M,1:57:14
3502,7328,M,1:57:14
3503,7033,M,1:57:14
3504,2079,W,1:57:14
3505,1997,M,1:57:14
3506,3259,M,1:57:14
3507,4186,M,1:57:14
3508,7589,M,1:57:15
3509,2526,M,1:57:15
3510,6252,M,1:57:16
3511,1540,W,1:57:16
3512,6784,M,1:57:16
3513,3939,W,1:57:16
3514,804,M,1:57:17
3515,2463,W,1:57:17
3516,8616,M,1:57:18
3517,2574,M,1:57:19
3518,4725,M,1:57:19
3519,9416,M,1:57:20
3520,2483,W,1:57:20
3521,5643,W,1:57:20
3522,5608,M,1:57:20
3523,8271,M,1:57:20
3524,2701,M,1:57:20
3525,4947,M,1:57:20
3526,7250,M,1:57:21
3527,8475,W,1:57:21
3528,7947,M,1:57:22
3529,527,M,1:57:22
3530,2806,W,1:57:23
3531,1691,M,1:57:23
3532,2807,M,1:57:23
3533,1812,W,1:57:23
3534,6428,W,1:57:23
3534,7475,W,1:57:23
3536,7484,M,1:57:23
3537,7681,W,1:57:24
3538,6131,M,1:57:25
3539,7283,M,1:57:25
3540,1389,M,1:57:25
3541,2846,M,1:57:26
3542,2675,M,1:57:26
3543,3831,W,1:57:27
3544,9422,M,1:57:27
3545,8700,W,1:57:28
3546,5440,M,1:57:28
3547,6726,W,1:57:29
3548,5454,M,1:57:29
3549,5853,M,1:57:30
3550,3137,M,1:57:30
3551,7270,M,1:57:30
3552,5909,W,1:57:30
3553,5315,M,1:57:31
3554,2899,W,1:57:31
3555,4325,W,1:57:31
3556,1452,W,1:57:32
3557,4173,M,1:57:32
3558,8612,W,1:57:32
3559,8352,M,1:57:32
3560,2421,M,1:57:32
3561,8270,W,1:57:32
3562,1067,M,1:57:32
3563,7444,M,1:57:32
3564,7892,W,1:57:33
3565,7922,M,1:57:33
3566,5017,M,1:57:33
3567,3469,M,1:57:33
3568,3900,W,1:57:33
3569,1584,M,1:57:33
3570,2814,W,1:57:33
3571,1596,M,1:57:33
3572,3449,M,1:57:34
3573,3708,M,1:57:34
3574,9353,W,1:57:34
3575,6788,M,1:57:34
3576,4697,M,1:57:35
3577,5694,W,1:57:35
3578,2817,W,1:57:35
3579,7942,M,1:57:36
3580,6507,M,1:57:36
3581,8823,M,1:57:37
3582,9469,M,1:57:37
3583,5269,W,1:57:37
3584,7554,M,1:57:37
3585,2005,W,1:57:37
3586,7943,W,1:57:37
3587,9272,W,1:57:37
3588,6365,M,1:57:37
3589,8203,M,1:57:38
3590,2403,W,1:57:39
3590,5982,M,1:57:39
3592,1832,W,1:57:39
3593,3243,W,1:57:39
3594,7863,M,1:57:39
3595,4610,M,1:57:39
3596,868,W,1:57:39
3597,3446,M,1:57:40
3598,5798,M,1:57:40
3599,9258,W,1:57:40
3600,8755,M,1:57:40
3601,4733,M,1:57:40
3602,8142,W,1:57:40
3603,1956,W,1:57:41
3604,8209,M,1:57:41
3605,1996,M,1:57:42
3606,6688,W,1:57:43
3607,4979,W,1:57:43
3608,2684,W,1:57:43
3609,8102,M,1:57:44
3610,2683,M,1:57:44
3611,4207,M,1:57:44
3612,6812,M,1:57:44
3613,6033,M,1:57:44
3614,8170,M,1:57:44
3615,6032,W,1:57:44
3616,7845,M,1:57:45
3617,2081,W,1:57:45
3618,3696,W,1:57:45
3619,8123,M,1:57:46
3620,7069,M,1:57:47
3621,8781,M,1:57:47
3622,6738,M,1:57:47
3623,6867,M,1:57:47
3624,3059,W,1:57:48
3625,9259,M,1:57:48
3626,5073,M,1:57:49
3627,4309,W,1:57:49
3628,4147,W,1:57:49
3629,5123,M,1:57:49
3630,7787,W,1:57:49
3631,4308,M,1:57:49
3632,7895,M,1:57:49
3633,4676,M,1:57:50
3634,9314,M,1:57:50
3635,5855,M,1:57:50
3636,2621,W,1:57:51
3637,4633,W,1:57:51
3638,6153,M,1:57:51
3639,4188,M,1:57:51
3640,5754,W,1:57:51
3641,5705,W,1:57:52
3642,4929,W,1:57:52
3643,2645,W,1:57:52
3644,3089,M,1:57:53
3645,3033,M,1:57:53
3646,3945,M,1:57:53
3647,2495,W,1:57:53
3648,7571,M,1:57:53
3649,5084,M,1:57:54
3650,3985,M,1:57:54
3651,6868,M,1:57:54
3652,6300,M,1:57:54
3653,7261,W,1:57:55
3654,8242,W,1:57:55
3655,8287,W,1:57:55
3656,5811,M,1:57:55
3657,4713,W,1:57:56
3658,2417,M,1:57:56
3659,1750,M,1:57:56
3660,7462,M,1:57:56
3661,7332,M,1:57:56
3662,1323,W,1:57:56
3663,1220,M,1:57:57
3664,2641,W,1:57:57
3665,4632,M,1:57:57
3666,1807,W,1:57:57
3667,8871,W,1:57:57
3668,2452,W,1:57:58
3669,7201,M,1:57:58
3670,3341,M,1:57:59
3671,6833,W,1:57:59
3672,5747,M,1:57:59
3673,5215,M,1:57:59
3674,5381,M,1:58:00
3675,7401,W,1:58:00
3676,5387,M,1:58:01
3677,5968,W,1:58:01
3678,9292,W,1:58:01
3679,1237,W,1:58:01
3680,8268,M,1:58:02
3681,5543,W,1:58:02
3682,7940,M,1:58:02
3683,7773,M,1:58:02
3684,1549,M,1:58:03
3685,5274,W,1:58:03
3686,4457,M,1:58:03
3687,4456,W,1:58:03
3688,3244,W,1:58:04
3689,4252,W,1:58:04
3690,8780,M,1:58:04
3691,6375,W,1:58:05
3692,4933,W,1:58:05
3693,3732,M,1:58:05
3694,7590,M,1:58:06
3695,7786,W,1:58:06
3696,6819,W,1:58:06
3697,3239,W,1:58:06
3698,6602,W,1:58:06
3699,6807,W,1:58:06
3700,4093,M,1:58:06
3701,931,W,1:58:06
3702,4402,M,1:58:07
3703,5711,M,1:58:07
3704,1394,M,1:58:07
3705,1288,W,1:58:07
3706,5629,M,1:58:07
3707,2007,W,1:58:07
3708,5242,W,1:58:07
3709,1236,M,1:58:07
3710,5571,W,1:58:07
3711,3821,W,1:58:07
3712,6162,M,1:58:07
3713,6045,W,1:58:08
3714,4123,M,1:58:08
3715,5394,M,1:58:08
3716,8557,M,1:58:08
3717,2910,W,1:58:09
3718,1451,W,1:58:09
3719,8869,M,1:58:09
3720,6742,M,1:58:09
3721,2513,M,1:58:09
3722,8603,M,1:58:09
3723,4617,M,1:58:10
3724,4616,W,1:58:10
3725,6185,M,1:58:11
3726,6773,M,1:58:11
3727,9093,M,1:58:11
3728,7063,M,1:58:11
3729,824,M,1:58:11
3730,1401,M,1:58:12
3731,4526,M,1:58:13
3732,7477,W,1:58:13
3733,1934,M,1:58:13
3734,908,M,1:58:13
3735,8932,M,1:58:14
3736,5157,W,1:58:14
3737,6817,M,1:58:14
3738,9051,M,1:58:15
3739,2934,W,1:58:15
3740,1805,M,1:58:15
3741,8132,M,1:58:15
3742,8965,M,1:58:16
3743,7361,W,1:58:16
3744,5506,M,1:58:16
3745,5472,M,1:58:16
3746,7085,W,1:58:16
3747,6542,M,1:58:18
3748,9369,W,1:58:18
3749,2703,M,1:58:18
3750,875,M,1:58:18
3751,758,M,1:58:18
3752,3855,W,1:58:18
3753,7443,M,1:58:18
3754,7247,W,1:58:18
3755,927,M,1:58:18
3756,5003,M,1:58:18
3757,3489,W,1:58:19
3758,3516,W,1:58:19
3759,6903,M,1:58:19
3760,4700,M,1:58:19
3761,9437,W,1:58:19
3762,9449,W,1:58:20
3763,6741,M,1:58:20
3764,690,M,1:58:20
3765,1644,W,1:58:20
3766,7101,M,1:58:20
3767,5975,W,1:58:20
3768,2202,M,1:58:20
3769,5296,M,1:58:21
3770,918,W,1:58:21
3771,9005,W,1:58:22
3772,3937,M,1:58:22
3773,4568,W,1:58:22
3774,7576,M,1:58:22
3775,8344,W,1:58:23
3776,9367,M,1:58:23
3777,1791,W,1:58:23
3778,9411,W,1:58:23
3779,4056,W,1:58:23
3780,3081,M,1:58:23
3781,599,M,1:58:23
3782,3260,W,1:58:23
3783,8243,M,1:58:24
3784,3257,M,1:58:24
3785,8540,M,1:58:24
3786,7714,M,1:58:25
3787,4421,W,1:58:25
3788,7010,M,1:58:25
3789,8618,W,1:58:25
3790,916,W,1:58:26
3791,659,W,1:58:26
3792,6883,M,1:58:26
3793,3147,M,1:58:27
3794,6743,W,1:58:27
3795,8145,W,1:58:27
3796,626,W,1:58:28
3797,4292,M,1:58:28
3798,4395,M,1:58:28
3799,1960,W,1:58:29
3800,1677,M,1:58:29
3801,2601,M,1:58:29
3802,6556,W,1:58:29
3803,4800,W,1:58:29
3804,1882,M,1:58:29
3805,3860,W,1:58:30
3806,2287,M,1:58:30
3807,5877,M,1:58:30
3808,2427,M,1:58:30
3809,732,M,1:58:31
3810,4107,M,1:58:31
3811,7624,W,1:58:31
3812,2515,M,1:58:31
3813,4381,W,1:58:31
3814,8066,M,1:58:31
3815,6843,W,1:58:32
3816,8608,M,1:58:33
3817,2737,M,1:58:33
3818,6541,M,1:58:33
3819,5096,M,1:58:34
3820,8609,M,1:58:34
3821,8717,M,1:58:35
3822,5464,M,1:58:35
3823,3527,W,1:58:35
3824,6249,M,1:58:35
3825,8607,M,1:58:35
3826,5038,W,1:58:35
3827,4877,M,1:58:36
3828,1390,M,1:58:37
3829,7422,W,1:58:37
3830,5393,M,1:58:37
3831,3722,M,1:58:37
3832,4849,M,1:58:37
3833,4763,M,1:58:37
3834,9399,M,1:58:37
3835,2497,W,1:58:38
3836,9382,W,1:58:38
3837,6624,M,1:58:38
3838,2804,W,1:58:38
3839,7814,W,1:58:38
3840,4799,W,1:58:39
3841,4170,M,1:58:39
3842,4286,M,1:58:39
3843,7707,M,1:58:39
3844,6060,W,1:58:39
3845,5654,W,1:58:39
3846,7408,M,1:58:40
3847,3835,M,1:58:40
3848,4908,W,1:58:41
3849,4909,W,1:58:41
3850,3916,M,1:58:41
3851,9359,W,1:58:41
3852,8389,W,1:58:41
3853,7171,M,1:58:41
3854,2481,W,1:58:41
3855,3240,M,1:58:42
3856,7441,W,1:58:42
3857,6988,M,1:58:42
3858,3310,W,1:58:42
3859,1743,W,1:58:42
3860,4242,M,1:58:42
3861,2520,M,1:58:42
3862,6979,M,1:58:43
3863,2274,M,1:58:43
3864,3454,M,1:58:43
3865,1550,W,1:58:43
3866,3523,M,1:58:44
3867,2269,W,1:58:44
3868,5245,M,1:58:45
3869,6053,W,1:58:45
3870,4060,W,1:58:46
3871,9036,M,1:58:46
3872,6923,W,1:58:47
3873,5025,M,1:58:48
3874,4946,M,1:58:48
3875,7199,M,1:58:48
3876,7468,M,1:58:48
3877,5026,W,1:58:49
3878,3753,W,1:58:49
3879,6904,M,1:58:49
3880,5724,W,1:58:49
3881,8702,M,1:58:49
3882,6261,W,1:58:49
3883,5897,W,1:58:50
3884,6978,M,1:58:52
3885,1081,M,1:58:53
3886,6004,W,1:58:53
3887,7377,W,1:58:54
3888,1504,M,1:58:54
3889,9394,W,1:58:54
3890,5100,W,1:58:54
3891,2707,M,1:58:54
3892,6798,M,1:58:54
3893,9217,W,1:58:55
3894,7071,W,1:58:55
3895,7723,W,1:58:55
3896,9098,M,1:58:56
3897,3140,W,1:58:56
3898,2502,W,1:58:57
3899,6068,M,1:58:57
3900,5214,M,1:58:57
3901,1595,M,1:58:57
3902,4812,M,1:58:58
3903,6548,M,1:58:58
3904,2045,M,1:58:58
3905,4493,W,1:58:58
3906,4811,W,1:58:58
3907,6526,W,1:58:59
3908,1434,M,1:58:59
3909,1186,M,1:58:59
3910,726,W,1:58:59
3911,8914,M,1:58:59
3912,8913,M,1:58:59
3913,4195,W,1:59:00
3914,5788,M,1:59:00
3915,6951,M,1:59:00
3916,6646,W,1:59:01
3917,6072,W,1:59:01
3918,5530,W,1:59:01
3919,6616,M,1:59:02
3920,9210,W,1:59:02
3921,1208,M,1:59:02
3922,887,M,1:59:03
3923,1607,M,1:59:04
3924,1064,W,1:59:04
3925,8541,M,1:59:04
3926,9079,M,1:59:04
3927,4855,W,1:59:04
3928,915,M,1:59:04
3929,9357,W,1:59:04
3930,4319,W,1:59:04
3931,7780,M,1:59:04
3932,8233,M,1:59:04
3933,1441,M,1:59:04
3934,862,W,1:59:05
3935,4317,M,1:59:05
3936,4672,W,1:59:05
3937,1442,W,1:59:05
3938,6636,W,1:59:06
3939,6637,W,1:59:06
3940,8166,W,1:59:08
3941,8456,W,1:59:08
3942,5255,M,1:59:09
3943,4772,M,1:59:09
3944,2818,M,1:59:09
3945,8545,M,1:59:10
3946,3623,M,1:59:10
3947,6873,M,1:59:11
3948,4859,W,1:59:11
3949,9421,M,1:59:11
3950,4034,M,1:59:11
3951,4550,W,1:59:11
3952,5768,W,1:59:12
3953,4694,M,1:59:12
3954,6069,M,1:59:12
3955,2900,M,1:59:12
3956,9305,M,1:59:12
3957,811,W,1:59:12
3958,5646,M,1:59:12
3959,7263,M,1:59:13
3960,6134,M,1:59:14
3961,2367,M,1:59:15
3962,2195,M,1:59:15
3963,8402,W,1:59:15
3964,1105,M,1:59:16
3965,2270,M,1:59:17
3966,2319,M,1:59:17
3967,7964,W,1:59:17
3968,1214,M,1:59:18
3969,1910,M,1:59:18
3970,5743,M,1:59:18
3971,4978,M,1:59:19
3972,965,W,1:59:21
3973,2810,M,1:59:21
3974,828,W,1:59:22
3975,9299,M,1:59:22
3976,5335,M,1:59:22
3977,4752,W,1:59:22
3978,5863,W,1:59:22
3979,6648,W,1:59:23
3980,5552,M,1:59:23
3981,5058,M,1:59:23
3982,1490,W,1:59:23
3983,7243,M,1:59:23
3984,6352,M,1:59:24
3985,6351,W,1:59:24
3986,3671,W,1:59:24
3987,7563,W,1:59:24
3988,3144,W,1:59:25
3989,2794,W,1:59:25
3990,3864,W,1:59:25
3991,3863,M,1:59:25
3992,8948,M,1:59:25
3993,4757,M,1:59:26
3994,7126,M,1:59:27
3995,2058,W,1:59:27
3996,1978,W,1:59:27
3997,4235,M,1:59:27
3998,7352,W,1:59:27
3999,8591,M,1:59:28
4000,8397,W,1:59:28
4001,8531,M,1:59:28
4002,8553,M,1:59:29
4003,2023,M,1:59:29
4004,5492,W,1:59:29
4005,4971,M,1:59:30
4006,7051,M,1:59:30
4007,6508,W,1:59:30
4008,7549,W,1:59:31
4009,5303,M,1:59:32
4010,7688,M,1:59:32
4011,1647,W,1:59:33
4012,7278,W,1:59:33
4013,6490,M,1:59:33
4014,2797,W,1:59:33
4015,3125,M,1:59:34
4016,7327,W,1:59:34
4017,2350,W,1:59:35
4018,7684,M,1:59:35
4019,4781,W,1:59:36
4020,1639,W,1:59:36
4021,8870,M,1:59:36
4022,8740,M,1:59:37
4023,1817,M,1:59:37
4024,5372,W,1:59:37
4025,7142,M,1:59:37
4026,8729,M,1:59:38
4027,9113,W,1:59:38
4028,3871,W,1:59:38
4029,9111,M,1:59:38
4030,8896,M,1:59:39
4031,9040,M,1:59:39
4032,1560,M,1:59:39
4033,8897,W,1:59:39
4034,6370,M,1:59:39
4035,3175,W,1:59:40
4036,5905,M,1:59:40
4037,2872,M,1:59:40
4038,4551,W,1:59:41
4039,3294,M,1:59:41
4040,5778,M,1:59:42
4041,5631,M,1:59:42
4042,2437,W,1:59:42
4043,3638,M,1:59:43
4044,7527,W,1:59:43
4045,7970,M,1:59:43
4046,6011,M,1:59:43
4047,4564,M,1:59:43
4048,4563,M,1:59:44
4049,4007,W,1:59:44
4050,4873,W,1:59:44
4051,9234,M,1:59:45
4052,623,W,1:59:45
4053,3999,M,1:59:45
4054,4578,M,1:59:46
4055,4577,M,1:59:46
4056,4837,M,1:59:46
4057,9191,W,1:59:46
4058,3119,W,1:59:47
4059,6452,W,1:59:47
4060,8742,W,1:59:47
4061,3505,W,1:59:48
4062,6381,M,1:59:50
4063,8527,W,1:59:51
4064,4852,M,1:59:51
4065,2678,W,1:59:52
4066,8819,W,1:59:52
4067,5194,M,1:59:52
4068,7127,M,1:59:53
4069,8220,W,1:59:53
4070,8952,M,1:59:54
4071,2897,W,1:59:54
4072,6779,W,1:59:55
4073,1710,W,1:59:55
4074,8748,M,1:59:55
4075,4115,W,1:59:56
4076,7446,M,1:59:56
4077,6187,W,1:59:57
4078,5121,M,1:59:57
4079,2752,W,1:59:57
4080,7932,W,1:59:57
4081,7248,M,1:59:57
4082,7803,M,1:59:57
