place,number,sex,time
6087,2786,M,2:18:26
6088,6157,W,2:18:26
6089,5776,M,2:18:27
6090,2137,M,2:18:27
6091,2731,W,2:18:29
6092,4313,M,2:18:30
6093,1147,W,2:18:30
6094,2957,W,2:18:31
6095,2956,W,2:18:31
6096,5715,W,2:18:31
6097,2387,W,2:18:32
6098,3553,W,2:18:33
6099,5091,W,2:18:33
6100,3745,W,2:18:34
6101,3725,M,2:18:34
6102,3726,M,2:18:34
6103,4683,W,2:18:36
6104,1915,W,2:18:36
6105,4586,M,2:18:38
6106,3850,M,2:18:39
6107,6679,M,2:18:39
6108,1734,W,2:18:41
6109,3889,W,2:18:42
6110,5374,W,2:18:43
6111,5375,M,2:18:45
6112,2765,M,2:18:45
6113,4467,W,2:18:47
6114,4802,M,2:18:48
6115,7472,W,2:18:49
6116,7471,M,2:18:50
6117,5763,W,2:18:50
6118,4231,M,2:18:55
6119,5849,W,2:18:56
6120,640,W,2:18:56
6121,7437,W,2:18:58
6122,8366,M,2:18:58
6123,2116,W,2:18:59
6124,4103,M,2:18:59
6125,1012,W,2:19:01
6126,4142,W,2:19:02
6127,4618,W,2:19:02
6128,4141,W,2:19:02
6129,4077,M,2:19:02
6130,4272,W,2:19:03
6131,4891,W,2:19:03
6132,4047,W,2:19:04
6133,2004,W,2:19:05
6134,3311,M,2:19:05
6135,5411,W,2:19:06
6136,1771,M,2:19:08
6137,981,W,2:19:09
6138,6687,W,2:19:09
6139,1867,W,2:19:09
6140,3929,M,2:19:09
6141,4356,W,2:19:10
6142,6885,W,2:19:11
6143,5607,M,2:19:13
6144,4644,W,2:19:14
6145,7699,M,2:19:15
6146,1204,W,2:19:15
6147,1670,W,2:19:16
6148,1671,W,2:19:17
6149,4642,W,2:19:18
6150,7161,M,2:19:18
6151,7908,M,2:19:19
6152,7284,W,2:19:19
6153,5884,M,2:19:19
6154,5803,W,2:19:20
6155,5956,M,2:19:20
6156,5648,W,2:19:22
6157,9334,W,2:19:22
6158,9290,M,2:19:24
6159,4434,M,2:19:26
6160,4316,M,2:19:27
6161,4019,W,2:19:28
6162,2711,W,2:19:29
6163,6860,W,2:19:30
6164,2028,W,2:19:34
6165,2205,W,2:19:35
6166,8840,M,2:19:35
6167,2213,W,2:19:36
6168,2870,W,2:19:37
6169,9296,W,2:19:38
6170,5910,W,2:19:38
6171,8543,W,2:19:39
6172,2710,M,2:19:40
6173,4743,W,2:19:40
6174,2840,W,2:19:40
6175,7256,W,2:19:41
6176,5398,W,2:19:41
6177,5745,W,2:19:42
6178,1738,W,2:19:42
6179,3642,W,2:19:42
6180,5232,W,2:19:43
6181,9041,M,2:19:44
6182,2482,W,2:19:44
6183,3825,M,2:19:45
6184,2091,M,2:19:46
6185,1605,M,2:19:47
6186,7215,W,2:19:47
6187,7538,W,2:19:49
6188,3428,M,2:19:49
6189,1356,M,2:19:49
6190,1089,W,2:19:49
6191,1086,M,2:19:49
6192,6198,W,2:19:53
6193,4334,W,2:19:53
6194,922,W,2:19:55
6195,906,W,2:19:55
6196,7591,M,2:19:56
6197,4396,M,2:19:56
6198,3926,W,2:19:56
6199,5684,M,2:19:57
6200,3927,W,2:19:57
6201,2665,W,2:19:58
6202,1692,W,2:19:58
6203,2666,W,2:19:58
6204,4269,W,2:20:00
6205,6876,W,2:20:01
6206,2468,W,2:20:01
6207,9310,W,2:20:02
6208,6746,M,2:20:02
6209,3429,W,2:20:03
6210,8251,W,2:20:03
6211,8252,W,2:20:03
6212,5187,W,2:20:04
6213,5186,M,2:20:04
6214,8750,M,2:20:05
6215,5888,M,2:20:07
6216,1295,W,2:20:09
6217,1803,W,2:20:10
6218,4017,W,2:20:10
6219,3149,W,2:20:11
6220,3373,W,2:20:11
6221,3177,W,2:20:11
6222,4744,W,2:20:13
6223,5180,W,2:20:14
6224,1290,W,2:20:14
6225,6597,W,2:20:14
6226,4561,W,2:20:16
6227,1569,W,2:20:17
6228,6894,W,2:20:17
6229,8850,M,2:20:18
6230,8291,W,2:20:18
6231,1285,W,2:20:18
6232,8292,M,2:20:18
6233,8658,W,2:20:19
6234,9247,W,2:20:19
6235,7144,W,2:20:20
6236,1449,W,2:20:21
6237,2018,M,2:20:23
6238,1972,W,2:20:23
6239,6231,M,2:20:23
6240,1975,W,2:20:23
6241,1283,W,2:20:23
6242,832,W,2:20:24
6243,4736,M,2:20:24
6244,7356,W,2:20:25
6245,2086,W,2:20:25
6246,3248,M,2:20:27
6247,3249,M,2:20:27
6248,3690,M,2:20:28
6249,7172,W,2:20:29
6250,6334,M,2:20:30
6251,663,W,2:20:31
6252,4171,M,2:20:32
6253,1686,M,2:20:35
6254,3195,M,2:20:36
6255,6590,M,2:20:36
6256,6750,W,2:20:38
6257,5924,M,2:20:40
6258,6814,W,2:20:41
6259,6009,W,2:20:42
6260,4639,W,2:20:42
6261,3109,W,2:20:43
6262,2247,W,2:20:44
6263,3609,W,2:20:44
6264,6552,W,2:20:44
6265,4408,M,2:20:45
6266,3122,M,2:20:47
6267,8856,W,2:20:48
6268,5681,M,2:20:49
6269,3352,W,2:20:49
6270,3217,W,2:20:49
6271,6631,W,2:20:50
6272,2581,W,2:20:51
6273,1936,M,2:20:51
6274,1535,M,2:20:53
6275,8993,M,2:20:54
6276,1234,W,2:20:55
6277,7180,M,2:20:55
6278,7696,W,2:20:55
6279,9049,W,2:20:56
6280,7181,W,2:20:56
6281,7493,W,2:20:56
6282,2781,W,2:20:57
6283,3621,W,2:20:57
6284,4315,M,2:20:59
6285,4100,W,2:20:59
6286,3365,M,2:21:02
6287,5858,W,2:21:02
6288,3407,W,2:21:02
6289,2337,W,2:21:04
6290,4379,W,2:21:04
6291,1494,W,2:21:04
6292,4587,W,2:21:05
6293,1496,M,2:21:05
6294,3953,W,2:21:10
6295,4169,M,2:21:10
6296,3415,W,2:21:10
6297,3941,W,2:21:13
6298,3942,M,2:21:13
6299,3093,W,2:21:15
6300,3094,M,2:21:15
6301,1869,W,2:21:18
6302,5060,W,2:21:19
6303,1773,M,2:21:20
6304,3529,W,2:21:24
6305,4807,W,2:21:24
6306,5674,M,2:21:25
6307,9323,M,2:21:25
6308,5133,M,2:21:29
6309,8491,M,2:21:30
6310,1066,W,2:21:30
6311,5486,W,2:21:31
6312,8395,W,2:21:34
6313,1530,W,2:21:35
6314,6486,W,2:21:37
6315,1920,W,2:21:38
6316,5801,W,2:21:38
6317,1932,W,2:21:38
6318,3170,M,2:21:41
6319,2041,M,2:21:42
6320,3698,M,2:21:42
6321,2345,W,2:21:43
6322,4138,M,2:21:43
6323,5488,M,2:21:43
6324,8613,W,2:21:43
6325,4594,M,2:21:44
6326,5171,M,2:21:44
6327,6704,M,2:21:45
6328,1981,W,2:21:46
6329,5051,W,2:21:47
6330,3265,W,2:21:47
6331,5054,W,2:21:47
6332,7631,W,2:21:48
6333,1866,W,2:21:49
6334,5132,M,2:21:50
6335,3130,W,2:21:54
6336,5064,W,2:21:54
6337,9069,M,2:21:54
6338,3131,W,2:21:54
6339,3290,W,2:21:55
6340,5796,M,2:21:55
6341,3207,W,2:21:55
6342,3828,W,2:21:57
6343,7763,M,2:21:59
6344,2571,W,2:22:01
6345,5949,W,2:22:04
6346,1369,W,2:22:06
6347,3887,W,2:22:08
6348,3890,W,2:22:08
6349,9472,W,2:22:09
6350,3097,M,2:22:09
6351,2167,W,2:22:09
6352,3612,W,2:22:09
6353,5680,W,2:22:11
6354,6164,M,2:22:13
6355,6166,W,2:22:13
6356,5339,W,2:22:13
6357,5184,W,2:22:17
6358,983,M,2:22:17
6359,724,M,2:22:17
6360,7390,M,2:22:18
6361,1377,M,2:22:20
6362,2359,M,2:22:21
6363,6785,W,2:22:21
6364,3035,W,2:22:22
6365,3188,W,2:22:22
6366,5704,M,2:22:24
6367,1418,W,2:22:25
6368,6699,M,2:22:27
6369,6698,W,2:22:27
6370,6112,W,2:22:28
6371,2233,W,2:22:29
6372,9339,M,2:22:29
6373,2232,W,2:22:30
6374,5162,W,2:22:34
6375,8492,M,2:22:34
6376,1085,W,2:22:35
6377,7959,M,2:22:37
6378,4728,M,2:22:37
6379,4139,W,2:22:37
6380,7755,W,2:22:38
6381,8226,W,2:22:39
6382,731,M,2:22:39
6383,1176,W,2:22:39
6384,7751,M,2:22:41
6385,1136,W,2:22:42
6386,2782,W,2:22:42
6387,1233,M,2:22:44
6388,907,M,2:22:44
6389,7006,W,2:22:44
6390,876,M,2:22:44
6391,3740,W,2:22:44
6392,6350,W,2:22:45
6393,3739,W,2:22:45
6394,7938,M,2:22:45
6395,5061,W,2:22:45
6396,4500,M,2:22:48
6397,3723,W,2:22:48
6398,4114,M,2:22:49
6399,8272,M,2:22:50
6400,1778,M,2:22:50
6401,1779,W,2:22:50
6402,3969,W,2:22:51
6403,7277,M,2:22:52
6404,7286,M,2:22:52
6405,7627,W,2:22:53
6406,4118,W,2:22:53
6407,2487,W,2:22:53
6408,4119,W,2:22:53
6409,5424,W,2:22:53
6410,2449,W,2:22:54
6411,4621,W,2:22:55
6412,3222,W,2:22:56
6413,2978,W,2:22:57
6414,5921,W,2:22:57
6415,6722,M,2:22:58
6416,4840,W,2:22:59
6417,924,W,2:23:00
6418,4538,M,2:23:00
6419,4637,M,2:23:02
6420,6039,W,2:23:03
6421,2705,W,2:23:03
6422,2599,W,2:23:03
6423,4234,M,2:23:04
6424,8684,W,2:23:04
6425,2883,W,2:23:04
6426,2194,M,2:23:06
6427,1079,W,2:23:17
6428,6086,W,2:23:17
6429,8935,M,2:23:18
6430,8934,M,2:23:18
6431,3342,W,2:23:19
6432,2686,W,2:23:20
6433,2216,W,2:23:20
6434,8983,W,2:23:21
6435,9035,M,2:23:21
6436,2991,M,2:23:22
6437,8660,W,2:23:23
6438,3686,M,2:23:24
6439,2771,M,2:23:24
6440,7060,W,2:23:25
6441,2285,M,2:23:25
6442,2912,W,2:23:26
6443,4289,M,2:23:29
6444,6583,M,2:23:30
6445,5033,M,2:23:30
6446,6028,W,2:23:33
6447,9300,W,2:23:33
6448,5736,W,2:23:33
6449,3507,M,2:23:35
6450,6480,M,2:23:37
6451,2338,W,2:23:39
6452,8143,W,2:23:39
6453,2336,M,2:23:39
6454,9038,M,2:23:39
6455,3331,W,2:23:41
6456,4050,W,2:23:41
6457,9211,M,2:23:42
6458,5598,W,2:23:46
6459,784,W,2:23:46
6460,2829,W,2:23:46
6461,2424,W,2:23:47
6462,629,W,2:23:47
6463,2888,M,2:23:47
6464,7778,W,2:23:48
6465,5013,W,2:23:48
6466,6962,W,2:23:48
6467,8979,W,2:23:49
6468,8412,W,2:23:49
6469,5115,M,2:23:50
6470,3383,W,2:23:53
6471,3385,M,2:23:53
6472,4128,M,2:23:54
6473,7116,W,2:23:54
6474,4340,M,2:23:54
6475,8580,M,2:23:55
6476,1327,W,2:23:56
6477,2656,M,2:23:57
6478,2657,W,2:23:57
6479,2392,W,2:23:58
6480,4492,W,2:23:59
6481,4973,M,2:23:59
6482,8566,W,2:23:59
6483,3108,M,2:24:03
6484,8963,W,2:24:03
6485,4250,W,2:24:04
6486,6506,M,2:24:04
6487,6731,W,2:24:07
6488,1694,W,2:24:11
6489,6050,W,2:24:12
6490,4894,W,2:24:12
6491,7407,M,2:24:12
6492,7583,W,2:24:12
6493,8661,W,2:24:13
6494,7849,W,2:24:13
6495,2077,M,2:24:14
6496,2499,W,2:24:17
6497,2505,W,2:24:17
6498,9467,M,2:24:18
6499,1973,W,2:24:19
6500,4760,W,2:24:20
6501,5894,W,2:24:21
6502,8323,W,2:24:22
6503,5014,W,2:24:25
6504,8320,W,2:24:32
6505,5614,M,2:24:34
6506,5615,M,2:24:34
6507,795,W,2:24:35
6508,1419,M,2:24:35
6509,2318,W,2:24:36
6510,5612,W,2:24:38
6511,5605,M,2:24:38
6512,4311,W,2:24:40
6513,6161,M,2:24:41
6514,1719,M,2:24:44
6515,4080,M,2:24:44
6516,2939,M,2:24:44
6517,6837,M,2:24:45
6518,2227,W,2:24:45
6519,2575,M,2:24:46
6520,8379,W,2:24:46
6521,8347,W,2:24:46
6522,8280,W,2:24:46
6523,3712,M,2:24:48
6524,2182,W,2:24:48
6525,8749,W,2:24:48
6526,7855,W,2:24:50
6527,3091,W,2:24:54
6528,9337,M,2:24:54
6529,6938,W,2:24:56
6530,5346,W,2:24:56
6531,4298,W,2:24:57
6532,2853,M,2:24:58
6533,5368,M,2:24:59
6534,8936,W,2:24:59
6535,8937,W,2:24:59
6536,5369,W,2:24:59
6537,1838,M,2:25:00
6538,6118,W,2:25:01
6539,2712,W,2:25:01
6540,9257,M,2:25:01
6541,3056,W,2:25:02
6542,982,W,2:25:03
6543,2632,W,2:25:04
6544,2090,W,2:25:04
6545,7160,M,2:25:05
6546,1463,W,2:25:07
6547,8353,M,2:25:07
6548,7417,W,2:25:10
6549,2722,M,2:25:10
6550,6067,M,2:25:11
6551,674,W,2:25:14
6552,649,W,2:25:14
6553,3576,M,2:25:16
6554,8340,W,2:25:18
6555,7861,W,2:25:19
6556,6192,M,2:25:20
6557,1491,W,2:25:21
6558,8235,W,2:25:28
6559,4300,M,2:25:28
6560,4469,M,2:25:28
6561,8342,M,2:25:28
6562,8204,W,2:25:28
6563,1786,M,2:25:31
6564,3017,W,2:25:32
6565,8117,M,2:25:32
6566,4154,W,2:25:33
6567,5023,W,2:25:33
6568,5024,M,2:25:33
6569,9330,W,2:25:33
6570,8706,M,2:25:35
6571,7497,M,2:25:35
6572,8381,W,2:25:36
6573,4955,M,2:25:37
6574,2548,M,2:25:38
6575,8662,W,2:25:39
6576,1140,W,2:25:40
6577,3803,W,2:25:42
6578,4417,M,2:25:43
6579,3473,W,2:25:43
6580,2296,W,2:25:44
6581,8666,M,2:25:44
6582,6840,W,2:25:47
6583,631,M,2:25:48
6584,7618,W,2:25:49
6585,5762,M,2:25:50
6586,9107,W,2:25:55
6587,1616,W,2:25:56
6588,2064,M,2:25:59
6589,5130,W,2:26:02
6590,1080,M,2:26:02
6591,8355,M,2:26:07
6592,1922,M,2:26:10
6593,3657,W,2:26:11
6594,3022,W,2:26:12
6595,1916,W,2:26:13
6596,7287,W,2:26:18
6597,7984,M,2:26:19
6598,3970,M,2:26:19
6599,6062,W,2:26:20
6600,9181,W,2:26:20
6601,8633,W,2:26:20
6602,7491,W,2:26:22
6603,3678,W,2:26:23
6604,2542,W,2:26:24
6605,1510,W,2:26:24
6606,3475,W,2:26:24
6607,3355,W,2:26:24
6608,4405,M,2:26:25
6609,7492,W,2:26:28
6610,8370,W,2:26:28
6611,1368,W,2:26:29
6612,6023,W,2:26:29
6613,2494,W,2:26:32
6614,6264,W,2:26:32
6615,6263,W,2:26:33
6616,3418,W,2:26:33
6617,1749,W,2:26:38
6618,7726,W,2:26:38
6619,4075,W,2:26:38
6620,7089,W,2:26:39
6621,1138,W,2:26:40
6622,1137,M,2:26:40
6623,5127,W,2:26:40
6624,9349,W,2:26:43
6625,716,M,2:26:43
6626,6912,W,2:26:43
6627,6557,M,2:26:44
6628,2141,W,2:26:44
6629,4709,M,2:26:45
6630,4710,W,2:26:45
6631,6537,M,2:26:46
6632,5403,W,2:26:48
6633,3568,M,2:26:51
6634,6859,M,2:26:51
6635,6891,W,2:26:52
6636,6483,W,2:26:53
6637,7536,M,2:26:54
6638,5966,M,2:26:54
6639,5965,W,2:26:54
6640,1478,W,2:26:56
6641,3801,M,2:26:57
6642,2226,W,2:26:58
6643,8285,W,2:26:59
6644,9169,M,2:27:01
6645,6592,W,2:27:01
6646,9159,W,2:27:02
6647,5621,M,2:27:02
6648,944,M,2:27:02
6649,2592,W,2:27:02
6650,9407,W,2:27:02
6651,2304,M,2:27:02
6652,5276,W,2:27:02
6653,4665,W,2:27:02
6654,1697,W,2:27:04
6655,6241,W,2:27:05
6656,3838,W,2:27:10
6657,4049,W,2:27:11
6658,2968,W,2:27:11
6659,5961,W,2:27:13
6660,8267,W,2:27:14
6661,638,M,2:27:14
6662,7510,W,2:27:15
6663,3656,W,2:27:21
6664,8709,M,2:27:23
6665,4934,W,2:27:26
6666,2922,W,2:27:28
6667,2596,W,2:27:28
6668,7720,W,2:27:31
6669,9017,W,2:27:34
6670,1281,W,2:27:34
6671,3169,W,2:27:35
6672,705,W,2:27:36
6673,6310,W,2:27:36
6674,6369,M,2:27:36
6675,8582,M,2:27:36
6676,3876,W,2:27:37
6677,5662,W,2:27:37
6678,5470,W,2:27:37
6679,3875,M,2:27:37
6680,9470,M,2:27:37
6681,8114,W,2:27:39
6682,5293,M,2:27:39
6683,1678,M,2:27:39
6684,5213,W,2:27:40
6685,3321,W,2:27:40
6686,5238,W,2:27:40
6687,5237,M,2:27:40
6688,4892,W,2:27:41
6689,7076,W,2:27:41
6690,8725,W,2:27:41
6691,8726,M,2:27:41
6692,7518,M,2:27:44
6693,4904,W,2:27:44
6694,878,M,2:27:44
6695,879,W,2:27:45
6696,756,W,2:27:45
6697,845,W,2:27:46
6698,2620,M,2:27:47
6699,4758,W,2:27:50
6700,3014,W,2:27:52
6701,2595,W,2:27:53
6702,1450,W,2:27:53
6703,6562,M,2:27:54
6704,7965,M,2:27:54
6705,9355,W,2:27:54
6706,4278,M,2:27:57
6706,4548,W,2:27:57
6708,7131,W,2:27:57
6709,8453,W,2:27:57
6710,4276,M,2:27:57
6711,1094,W,2:27:58
6712,2298,W,2:27:58
6713,5016,W,2:27:59
6714,4215,M,2:28:02
6715,6293,W,2:28:04
6716,9465,W,2:28:05
6717,7018,W,2:28:08
6718,4817,W,2:28:09
6719,3338,W,2:28:11
6720,6549,W,2:28:11
6721,5532,W,2:28:12
6722,6443,M,2:28:13
6723,9043,W,2:28:14
6724,6964,W,2:28:15
6725,5467,M,2:28:15
6726,1371,M,2:28:18
6727,1655,W,2:28:19
6728,4885,W,2:28:19
6729,9295,W,2:28:20
6730,6981,W,2:28:20
6731,9033,M,2:28:21
6732,6367,W,2:28:22
6733,4747,W,2:28:23
6734,4746,W,2:28:25
6735,4214,M,2:28:26
6736,5377,W,2:28:27
6737,7387,W,2:28:27
6738,1025,W,2:28:30
6739,1016,M,2:28:32
6740,3608,M,2:28:32
6741,7626,W,2:28:33
6742,776,W,2:28:34
6743,2193,W,2:28:34
6744,2187,M,2:28:34
6745,2188,W,2:28:34
6746,1586,W,2:28:34
6747,9343,M,2:28:36
6748,5918,W,2:28:37
6749,3028,W,2:28:43
6750,6567,M,2:28:43
6751,6098,W,2:28:43
6752,5279,W,2:28:44
6753,4264,W,2:28:44
6754,822,W,2:28:45
6755,6343,W,2:28:45
6756,1337,M,2:28:45
6757,1324,W,2:28:45
6758,3327,W,2:28:47
6759,3980,M,2:28:47
6760,1597,W,2:28:47
6761,3979,W,2:28:47
6762,7735,W,2:28:48
6763,2733,W,2:28:51
6764,1154,W,2:28:52
6765,6622,W,2:28:56
6766,6973,W,2:28:56
6767,4453,M,2:28:57
6768,4392,W,2:28:57
6769,4867,W,2:28:58
6770,8299,M,2:29:01
6771,2755,W,2:29:03
6772,2756,W,2:29:04
6773,6040,M,2:29:06
6774,6566,W,2:29:06
6775,8446,W,2:29:07
6776,6005,W,2:29:07
6777,9381,M,2:29:09
6778,8844,W,2:29:10
6779,2131,M,2:29:12
6780,5113,W,2:29:12
6781,7162,W,2:29:18
6782,5721,M,2:29:19
6783,3208,W,2:29:19
6784,2369,W,2:29:20
6785,8730,W,2:29:20
6786,5649,W,2:29:20
6787,4895,W,2:29:21
6788,4572,W,2:29:27
6789,1334,M,2:29:29
6790,2937,M,2:29:30
6791,2327,W,2:29:31
6792,3274,W,2:29:31
6793,5042,W,2:29:31
6794,3946,M,2:29:31
6795,2409,W,2:29:31
6796,2408,W,2:29:32
6797,6270,W,2:29:32
6798,2778,M,2:29:32
6799,5511,W,2:29:34
6800,4025,W,2:29:34
6801,9371,W,2:29:41
6802,5193,W,2:29:42
6803,1372,W,2:29:44
6804,7967,W,2:29:44
6805,3073,W,2:29:45
6806,4374,W,2:29:46
6807,5630,M,2:29:46
6808,4094,M,2:29:48
6809,8509,W,2:29:48
6810,8097,M,2:29:51
6811,7046,W,2:29:51
6812,9237,M,2:29:52
6813,8951,W,2:29:52
6814,2173,M,2:29:52
6815,2702,M,2:29:52
6816,3691,W,2:29:53
6817,3861,W,2:29:55
6818,2758,M,2:29:57
6819,1183,W,2:29:58
6820,1185,M,2:29:59
6821,7255,W,2:30:00
6822,5799,M,2:30:00
6823,3408,W,2:30:00
6824,9443,M,2:30:01
6825,9448,W,2:30:01
6826,5179,M,2:30:03
6827,2555,W,2:30:03
6828,5503,M,2:30:05
6829,7870,M,2:30:07
6830,1536,W,2:30:08
6831,3857,W,2:30:08
6832,6662,W,2:30:08
6833,1537,W,2:30:08
6834,5326,M,2:30:11
6835,7196,W,2:30:12
6836,1897,W,2:30:12
6837,9140,W,2:30:13
6838,8520,W,2:30:14
6839,8521,M,2:30:14
6840,8584,M,2:30:16
6841,5009,W,2:30:16
6842,5240,W,2:30:16
6843,8830,W,2:30:17
6844,6897,W,2:30:18
6845,1145,W,2:30:20
6846,1727,W,2:30:21
6847,1446,M,2:30:22
6848,1358,W,2:30:22
6849,4149,W,2:30:23
6850,5795,W,2:30:23
6851,4148,W,2:30:23
6852,3655,W,2:30:24
6853,9475,M,2:30:24
6854,6323,W,2:30:24
6855,7358,M,2:30:25
6856,4619,M,2:30:25
6857,5299,M,2:30:27
6858,8238,M,2:30:30
6859,8418,M,2:30:43
6860,2713,W,2:30:44
6861,6476,M,2:30:44
6862,985,W,2:30:45
6863,6298,W,2:30:47
6864,702,W,2:30:48
6865,7721,M,2:30:50
6866,4013,M,2:30:52
6867,3528,M,2:30:52
6868,5890,W,2:30:54
6869,2448,W,2:30:56
6870,1836,M,2:30:56
6871,4083,M,2:30:56
6872,8791,W,2:30:56
6873,9317,W,2:30:56
6874,1834,M,2:30:57
6875,8864,W,2:30:58
6876,4397,W,2:30:59
6877,1210,M,2:31:00
6878,3949,W,2:31:00
6879,2861,W,2:31:05
6880,9429,M,2:31:11
6881,1056,M,2:31:12
6882,4600,W,2:31:12
6883,4599,W,2:31:12
6884,2809,W,2:31:13
6885,1042,M,2:31:19
6886,1187,W,2:31:19
6887,6880,W,2:31:19
6888,7611,M,2:31:22
6889,4646,W,2:31:23
6890,4259,W,2:31:23
6891,1374,W,2:31:24
6892,4258,M,2:31:24
6893,4645,M,2:31:24
6894,7218,W,2:31:25
6895,8500,W,2:31:26
6896,4301,M,2:31:28
6897,8985,W,2:31:31
6898,8818,W,2:31:32
6899,6080,W,2:31:32
6900,2784,M,2:31:32
6901,6930,M,2:31:32
6902,1150,W,2:31:33
6903,5550,M,2:31:40
6904,2245,W,2:31:40
6905,4398,W,2:31:41
6906,3435,W,2:31:46
6907,4486,M,2:31:46
6908,4436,W,2:31:46
6909,6213,W,2:31:47
6910,7438,W,2:31:49
6911,6963,W,2:31:49
6912,5035,M,2:31:50
6913,1047,W,2:31:51
6914,7697,W,2:31:55
6915,4559,W,2:31:55
6916,3944,W,2:31:55
6917,3344,M,2:31:57
6918,718,M,2:31:58
6919,7505,M,2:31:59
6920,8694,W,2:32:03
6921,763,W,2:32:03
6922,4137,W,2:32:05
6923,6678,W,2:32:09
6924,9020,W,2:32:14
6925,508,M,2:32:16
6926,7815,W,2:32:20
6927,4846,W,2:32:21
6928,3607,W,2:32:25
6929,3421,W,2:32:26
6930,5887,W,2:32:27
6931,5043,W,2:32:28
6932,5101,W,2:32:29
6933,5891,W,2:32:29
6934,3210,M,2:32:33
6935,3631,M,2:32:33
6936,4429,W,2:32:33
6937,3675,M,2:32:39
6938,5889,M,2:32:40
6939,1274,M,2:32:41
6940,1074,M,2:32:42
6941,7314,M,2:32:44
6942,3029,M,2:32:45
6943,2880,W,2:32:46
6944,6347,M,2:32:47
6945,2053,M,2:32:49
6946,3786,M,2:32:50
6947,3001,M,2:32:51
6948,3002,M,2:32:51
6949,5126,W,2:32:51
6950,8207,M,2:32:52
6951,4256,W,2:32:54
6952,7641,W,2:32:55
6953,4357,W,2:33:00
6954,740,W,2:33:02
6955,1941,W,2:33:02
6956,3374,M,2:33:03
6957,3414,M,2:33:05
6958,7767,M,2:33:06
6959,8234,M,2:33:07
6960,4992,W,2:33:13
6961,3045,W,2:33:17
6962,2525,W,2:33:18
6963,6719,W,2:33:18
6964,1360,W,2:33:18
6965,7781,W,2:33:20
6966,7782,W,2:33:20
6967,5709,W,2:33:24
6968,8330,W,2:33:24
6969,4320,W,2:33:25
6970,2949,W,2:33:31
6971,8354,M,2:33:32
6972,4437,W,2:33:33
6973,6538,M,2:33:33
6974,9144,M,2:33:36
6975,2812,W,2:33:36
6976,7850,W,2:33:39
6977,6430,M,2:33:42
6978,2014,W,2:33:45
6979,4604,W,2:33:47
6980,4614,W,2:33:48
6981,3088,W,2:33:50
6982,6760,M,2:33:55
6983,1276,M,2:33:58
6984,1277,W,2:33:58
6985,7119,W,2:33:59
6986,959,M,2:34:00
6987,3884,M,2:34:08
6988,5682,W,2:34:08
6989,4596,W,2:34:09
6990,3746,M,2:34:10
6991,4930,W,2:34:10
6992,6561,W,2:34:12
6993,4884,W,2:34:12
6994,5219,W,2:34:24
6995,7559,W,2:34:26
6996,5109,M,2:34:27
6997,5110,W,2:34:27
6998,1465,M,2:34:28
6999,7558,M,2:34:29
7000,4439,W,2:34:32
7001,3920,W,2:34:33
7002,1638,W,2:34:33
7003,1637,M,2:34:33
7004,7257,M,2:34:39
7005,5726,W,2:34:40
7006,2034,W,2:34:40
7007,2362,W,2:34:41
7008,7452,W,2:34:52
7009,5988,W,2:34:57
7010,3756,W,2:34:58
7011,3757,W,2:34:59
7012,2607,M,2:35:00
7013,5380,W,2:35:01
7014,4787,W,2:35:03
7015,4367,W,2:35:06
7016,5657,M,2:35:08
7017,2608,W,2:35:09
7018,2694,W,2:35:17
7019,3954,W,2:35:18
7020,5302,M,2:35:26
7021,2074,W,2:35:26
7022,5301,W,2:35:26
7023,2098,W,2:35:26
7024,3551,W,2:35:29
7025,3899,W,2:35:32
7026,9095,W,2:35:47
7027,4870,W,2:35:48
7028,3282,W,2:35:48
7029,4977,M,2:35:49
7030,3471,W,2:35:50
7031,4520,M,2:35:53
7032,1433,W,2:35:54
7033,2769,W,2:35:56
7034,2828,M,2:35:57
7035,2830,W,2:35:57
7036,4987,W,2:35:59
7037,1856,M,2:36:01
7038,4181,M,2:36:02
7039,3349,W,2:36:06
7040,3382,M,2:36:06
7041,3225,W,2:36:10
7042,5969,W,2:36:11
7043,2896,W,2:36:12
7044,1100,W,2:36:12
7045,1111,W,2:36:12
7046,3316,W,2:36:15
7047,7450,W,2:36:15
7048,1160,W,2:36:20
7049,3811,W,2:36:27
7050,6792,M,2:36:29
7051,7496,M,2:36:31
7052,704,W,2:36:42
7053,1568,W,2:36:42
7054,7897,M,2:36:43
7055,9327,W,2:36:48
7056,3046,W,2:36:54
7057,3048,M,2:36:54
7058,3190,W,2:36:55
7059,734,W,2:37:00
7060,7532,M,2:37:01
7061,7867,M,2:37:03
7062,7868,W,2:37:03
7063,5833,W,2:37:04
7064,3220,W,2:37:10
7065,6391,M,2:37:20
7066,8345,W,2:37:21
7067,8346,M,2:37:22
7068,2519,M,2:37:26
7069,2516,W,2:37:26
7070,2518,M,2:37:27
7071,2517,W,2:37:27
7072,3067,W,2:37:32
7073,7393,W,2:37:34
7074,7903,M,2:37:34
7075,3660,W,2:37:37
7076,7671,M,2:37:38
7077,6808,W,2:37:38
7078,6887,W,2:37:41
7079,5170,W,2:37:42
7080,6574,W,2:37:42
7081,7670,M,2:37:42
7082,3570,M,2:37:45
7083,1606,W,2:37:46
7084,6789,W,2:37:54
7085,6389,W,2:37:58
7086,5539,M,2:37:58
7087,7975,W,2:37:59
7088,8624,W,2:37:59
